sku,brand,name,category,size,colour,material,pack_price,pack_size,quantity_variant_size_and_price,description_detailed,description_short,description_standard,meta_title,meta_description,certifications
MFB-BG-BK,,Burger Chip Box,Takeaway Boxes,,Black,Kraft,28.80,200,,"The black kraft Burger Chip Box is constructed from kraft board, an unbleached paper with natural strength. A dual-compartment takeaway box that holds a burger and chips in one container. The divided layout keeps items separated for a cleaner eating experience. Grease-resistant and sturdy. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",black kraft Burger Chip Box. Recyclable.,"black kraft Burger Chip Box - dual-compartment box for burger and chips in one container. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Burger Chip Box Recyclable | Afida,Shop kraft Burger Chip Box - recyclable. Cases of 200. Free UK delivery over £100. Order at Afida.,Recyclable
MFB-BG-KR,,Burger Box,Takeaway Boxes,,,Kraft,20.80,200,,"The kraft Burger Box is constructed from kraft board, an unbleached paper with natural strength. Hinged lid opens flat for easy loading and closes firmly to keep burgers warm and secure. Grease-resistant construction handles sauces and toppings without softening. Fits standard burger buns with room for fillings. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",kraft Burger Box. Recyclable.,"kraft Burger Box - sturdy construction holds burgers securely. Grease-resistant and keeps contents warm. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Burger Box Recyclable | Afida,Shop kraft Burger Box - recyclable. Cases of 200. Free UK delivery over £100. Order at Afida.,Recyclable
MFB-BG-KR-2,,Burger Chip Box,Takeaway Boxes,,,Kraft,28.80,200,,"The kraft Burger Chip Box is constructed from kraft board, an unbleached paper with natural strength. A dual-compartment takeaway box that holds a burger and chips in one container. The divided layout keeps items separated for a cleaner eating experience. Grease-resistant and sturdy. Fully recyclable through standard paper or plastic recycling streams. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",kraft Burger Chip Box. Recyclable.,"kraft Burger Chip Box - dual-compartment box for burger and chips in one container. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Burger Chip Box Recyclable | Afida,Shop kraft Burger Chip Box - recyclable. Cases of 200. Free UK delivery over £100. Order at Afida.,Recyclable
PIZ-TY-BK,,Large Folded Board Tray,Takeaway Boxes,,Black,,36.80,500,,"The black Large Folded Board Tray. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",black Large Folded Board Tray. Recyclable.,"black Large Folded Board Tray - folded board tray for chips, wraps, and quick-service items. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Large Folded Board Tray Recyclable | Afida,Shop Large Folded Board Tray - recyclable. Cases of 500. Free UK delivery over £100. Order at Afida.,Recyclable
FNC,,Large Fish ‘n’ Chips Bag,Takeaway Boxes,,,Paper,37.99,250,,The paper Large Fish ‘n’ Chips Bag is made from responsibly sourced paper. A practical food service product designed for everyday commercial use. Reliable performance in high-volume environments. Fully recyclable through standard paper or plastic recycling streams.,paper Large Fish ‘n’ Chips Bag. Recyclable.,"paper Large Fish ‘n’ Chips Bag - practical and reliable for everyday food service use. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Large Fish ‘n’ Chips Bag Recyclable | Afida,Shop paper Large Fish ‘n’ Chips Bag - recyclable. Cases of 250. Free UK delivery over £100. Order at Afida.,Recyclable
FNC-3,,Large Fish and Chips Takeaway Box,Takeaway Boxes,,,,18.99,100,,"The Large Fish and Chips Takeaway Box. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",Large Fish and Chips Takeaway Box. Recyclable.,"Large Fish and Chips Takeaway Box - classic takeaway box for fish and chips. Grease-resistant and heat-retaining. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Large Fish and Chips Takeaway Box Recyclable | Afida,Shop Large Fish and Chips Takeaway Box - recyclable. Cases of 100. Free UK delivery over £100. Order at Afida.,Recyclable
PIZ-TY-KR,,Large Folded Board Tray,Takeaway Boxes,,,Kraft,13.60,300,,"The kraft Large Folded Board Tray is constructed from kraft board, an unbleached paper with natural strength. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",kraft Large Folded Board Tray. Recyclable.,"kraft Large Folded Board Tray - folded board tray for chips, wraps, and quick-service items. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Large Folded Board Tray Recyclable | Afida,Shop kraft Large Folded Board Tray - recyclable. Cases of 300. Free UK delivery over £100. Order at Afida.,Recyclable
PIZ-TY-BK-2,,Medium Folded Board Meal Tray,Takeaway Boxes,,Black,,28.80,500,,"The black Medium Folded Board Meal Tray. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",black Medium Folded Board Meal Tray. Recyclable.,"black Medium Folded Board Meal Tray - folded board tray for chips, wraps, and quick-service items. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Medium Folded Board Meal Tray Recyclable | Afida,Shop Medium Folded Board Meal Tray - recyclable. Cases of 500. Free UK delivery over £100. Order at Afida.,Recyclable
FNC-2,,Medium Fish and Chips Bag,Takeaway Boxes,,,Paper,27.99,250,,"The paper Medium Fish and Chips Bag is made from responsibly sourced paper. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",paper Medium Fish and Chips Bag. Recyclable.,"paper Medium Fish and Chips Bag - classic takeaway box for fish and chips. Grease-resistant and heat-retaining. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Medium Fish and Chips Bag Recyclable | Afida,Shop paper Medium Fish and Chips Bag - recyclable. Cases of 250. Free UK delivery over £100. Order at Afida.,Recyclable
FNC-5,,Medium Fish and Chips Takeaway Box,Takeaway Boxes,,,,17.99,100,,"The Medium Fish and Chips Takeaway Box. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",Medium Fish and Chips Takeaway Box. Recyclable.,"Medium Fish and Chips Takeaway Box - classic takeaway box for fish and chips. Grease-resistant and heat-retaining. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Medium Fish and Chips Takeaway Box Recyclable | Afida,Shop Medium Fish and Chips Takeaway Box - recyclable. Cases of 100. Free UK delivery over £100. Order at Afida.,Recyclable
PIZ-TY,,Pizza Slice Tray,Takeaway Boxes,,,,70.76,1000,,The Pizza Slice Tray. A triangular tray designed for individual pizza slices. The raised edges contain toppings and grease while making it easy to hold and eat on the go.,Pizza Slice Tray.,"Pizza Slice Tray - triangular tray for individual pizza slices. Easy to hold and eat from. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Pizza Slice Tray | Afida,Shop Pizza Slice Tray. Cases of 1000. Free UK delivery over £100. Order at Afida.,
PIZ-BG-2,,Premium Burger Box,Takeaway Boxes,,,,13.99,100,,"The Premium Burger Box. Hinged lid opens flat for easy loading and closes firmly to keep burgers warm and secure. Grease-resistant construction handles sauces and toppings without softening. Fits standard burger buns with room for fillings. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Premium Burger Box.,"Premium Burger Box - sturdy construction holds burgers securely. Grease-resistant and keeps contents warm. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Premium Burger Box | Afida,Shop Premium Burger Box. Cases of 100. Free UK delivery over £100. Order at Afida.,
PIZ-BG,,Premium Burger Meal Box,Takeaway Boxes,,,,15.82,100,,"The Premium Burger Meal Box. Hinged lid opens flat for easy loading and closes firmly to keep burgers warm and secure. Grease-resistant construction handles sauces and toppings without softening. Fits standard burger buns with room for fillings. Certified compostable - breaks down in industrial composting facilities. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Premium Burger Meal Box. Compostable.,"Premium Burger Meal Box - sturdy construction holds burgers securely. Grease-resistant and keeps contents warm. Compostable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Premium Burger Meal Box Compostable | Afida,Shop Premium Burger Meal Box - compostable. Cases of 100. Free UK delivery over £100. Order at Afida.,Compostable
PIZ-TY-BK-3,,Small Folded Board Tray,Takeaway Boxes,,Black,,17.28,500,,"The black Small Folded Board Tray. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",black Small Folded Board Tray. Recyclable.,"black Small Folded Board Tray - folded board tray for chips, wraps, and quick-service items. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Small Folded Board Tray Recyclable | Afida,Shop Small Folded Board Tray - recyclable. Cases of 500. Free UK delivery over £100. Order at Afida.,Recyclable
FNC-6,,Small Fish and Chips Takeaway Box,Takeaway Boxes,,,,11.99,100,,"The Small Fish and Chips Takeaway Box. A classic takeaway box designed for fish and chips. Grease-resistant lining keeps the outer surface clean. Retains heat to keep food warm during collection and delivery. A staple for chip shops, seafood takeaways, and seaside vendors. Fully recyclable through standard paper or plastic recycling streams.",Small Fish and Chips Takeaway Box. Recyclable.,"Small Fish and Chips Takeaway Box - classic takeaway box for fish and chips. Grease-resistant and heat-retaining. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Small Fish and Chips Takeaway Box Recyclable | Afida,Shop Small Fish and Chips Takeaway Box - recyclable. Cases of 100. Free UK delivery over £100. Order at Afida.,Recyclable
PIZ-TY-KR-2,,Small Folded Board Tray,Takeaway Boxes,,,Kraft,13.20,300,,"The kraft Small Folded Board Tray is constructed from kraft board, an unbleached paper with natural strength. A folded board tray that ships flat and pops open for service. Ideal for chips, loaded fries, wraps, and quick-service food items. The raised edges contain food and sauces. Fully recyclable through standard paper or plastic recycling streams.",kraft Small Folded Board Tray. Recyclable.,"kraft Small Folded Board Tray - folded board tray for chips, wraps, and quick-service items. Recyclable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Small Folded Board Tray Recyclable | Afida,Shop kraft Small Folded Board Tray - recyclable. Cases of 300. Free UK delivery over £100. Order at Afida.,Recyclable
VEG-MFB-HG-4,Vegware,Microflute Hinged Window Hot Box,Takeaway Boxes,3in,,,95.88,480,,"The Vegware 3in Microflute Hinged Window Hot Box. A corrugated microflute hot box with a clear window that showcases the food inside. The hinged lid opens and closes securely. Excellent heat retention for burgers, fried chicken, and hot wraps. Certified compostable - breaks down in industrial composting facilities. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Vegware 3in Microflute Hinged Window Hot Box. Compostable.,"Vegware 3in Microflute Hinged Window Hot Box - corrugated hinged box with window for visible hot food presentation. Compostable. Built for takeaways, delivery services, fish and chip shops, and street food vendors.",Vegware Microflute Hinged Window Hot Box 3in | Afida,Shop Vegware 3in Microflute Hinged Window Hot Box - compostable. Cases of 480. Free UK delivery over £100. Order at Afida.,Compostable
